Kind,Name,Cyclomatic
Public Constructor,"org.apache.hadoop.io.MD5Hash.Comparator.Comparator",1
Public Method,"org.apache.hadoop.io.MD5Hash.Comparator.compare",1
Public Constructor,"org.apache.hadoop.io.MD5Hash.MD5Hash",1
Public Constructor,"org.apache.hadoop.io.MD5Hash.MD5Hash",1
Public Constructor,"org.apache.hadoop.io.MD5Hash.MD5Hash",2
Private Static Method,"org.apache.hadoop.io.MD5Hash.charToNibble",4
Public Method,"org.apache.hadoop.io.MD5Hash.compareTo",1
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",1
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",2
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",1
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",2
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",1
Public Static Method,"org.apache.hadoop.io.MD5Hash.digest",1
Public Method,"org.apache.hadoop.io.MD5Hash.equals",2
Public Method,"org.apache.hadoop.io.MD5Hash.getDigest",1
Public Static Method,"org.apache.hadoop.io.MD5Hash.getDigester",1
Public Method,"org.apache.hadoop.io.MD5Hash.halfDigest",2
Public Method,"org.apache.hadoop.io.MD5Hash.hashCode",1
Public Method,"org.apache.hadoop.io.MD5Hash.quarterDigest",2
Public Static Method,"org.apache.hadoop.io.MD5Hash.read",1
Public Method,"org.apache.hadoop.io.MD5Hash.readFields",1
Public Method,"org.apache.hadoop.io.MD5Hash.set",1
Public Method,"org.apache.hadoop.io.MD5Hash.setDigest",3
Public Method,"org.apache.hadoop.io.MD5Hash.toString",2
Public Method,"org.apache.hadoop.io.MD5Hash.write",1
Protected Constructor,"org.apache.hadoop.io.MapFile.MapFile",1
Public Constructor,"org.apache.hadoop.io.MapFile.Merger.Merger",1
Private Method,"org.apache.hadoop.io.MapFile.Merger.close",3
Public Method,"org.apache.hadoop.io.MapFile.Merger.merge",3
Private Method,"org.apache.hadoop.io.MapFile.Merger.mergePass",9
Private Method,"org.apache.hadoop.io.MapFile.Merger.open",6
Constructor,"org.apache.hadoop.io.MapFile.Reader.ComparatorOption.ComparatorOption",1
Method,"org.apache.hadoop.io.MapFile.Reader.ComparatorOption.getValue",1
Public Constructor,"org.apache.hadoop.io.MapFile.Reader.Reader",1
Public Constructor,"org.apache.hadoop.io.MapFile.Reader.Reader",2
Public Constructor,"org.apache.hadoop.io.MapFile.Reader.Reader",1
Private Method,"org.apache.hadoop.io.MapFile.Reader.binarySearch",4
Public Method,"org.apache.hadoop.io.MapFile.Reader.close",2
Public Static Method,"org.apache.hadoop.io.MapFile.Reader.comparator",1
Protected Method,"org.apache.hadoop.io.MapFile.Reader.createDataFileReader",1
Public Method,"org.apache.hadoop.io.MapFile.Reader.finalKey",3
Public Method,"org.apache.hadoop.io.MapFile.Reader.get",2
Public Method,"org.apache.hadoop.io.MapFile.Reader.getClosest",1
Public Method,"org.apache.hadoop.io.MapFile.Reader.getClosest",2
Public Method,"org.apache.hadoop.io.MapFile.Reader.getKeyClass",1
Public Method,"org.apache.hadoop.io.MapFile.Reader.getValueClass",1
Public Method,"org.apache.hadoop.io.MapFile.Reader.midKey",2
Public Method,"org.apache.hadoop.io.MapFile.Reader.next",1
Protected Method,"org.apache.hadoop.io.MapFile.Reader.open",2
Private Method,"org.apache.hadoop.io.MapFile.Reader.readIndex",9
Public Method,"org.apache.hadoop.io.MapFile.Reader.reset",1
Public Method,"org.apache.hadoop.io.MapFile.Reader.seek",1
Private Method,"org.apache.hadoop.io.MapFile.Reader.seekInternal",1
Private Method,"org.apache.hadoop.io.MapFile.Reader.seekInternal",10
Constructor,"org.apache.hadoop.io.MapFile.Writer.ComparatorOption.ComparatorOption",1
Method,"org.apache.hadoop.io.MapFile.Writer.ComparatorOption.getValue",1
Constructor,"org.apache.hadoop.io.MapFile.Writer.KeyClassOption.KeyClassOption",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",4
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.MapFile.Writer.Writer",1
Public Method,"org.apache.hadoop.io.MapFile.Writer.append",2
Private Method,"org.apache.hadoop.io.MapFile.Writer.checkKey",2
Public Method,"org.apache.hadoop.io.MapFile.Writer.close",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.comparator",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.compression",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.compression",1
Public Method,"org.apache.hadoop.io.MapFile.Writer.getIndexInterval",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.keyClass",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.progressable",1
Public Method,"org.apache.hadoop.io.MapFile.Writer.setIndexInterval",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.setIndexInterval",1
Public Static Method,"org.apache.hadoop.io.MapFile.Writer.valueClass",1
Public Static Method,"org.apache.hadoop.io.MapFile.delete",1
Public Static Method,"org.apache.hadoop.io.MapFile.fix",12
Public Static Method,"org.apache.hadoop.io.MapFile.main",3
Public Static Method,"org.apache.hadoop.io.MapFile.rename",2
Public Constructor,"org.apache.hadoop.io.MapWritable.MapWritable",1
Public Constructor,"org.apache.hadoop.io.MapWritable.MapWritable",1
Public Method,"org.apache.hadoop.io.MapWritable.clear",1
Public Method,"org.apache.hadoop.io.MapWritable.containsKey",1
Public Method,"org.apache.hadoop.io.MapWritable.containsValue",1
Public Method,"org.apache.hadoop.io.MapWritable.entrySet",1
Public Method,"org.apache.hadoop.io.MapWritable.equals",4
Public Method,"org.apache.hadoop.io.MapWritable.get",1
Public Method,"org.apache.hadoop.io.MapWritable.hashCode",1
Public Method,"org.apache.hadoop.io.MapWritable.isEmpty",1
Public Method,"org.apache.hadoop.io.MapWritable.keySet",1
Public Method,"org.apache.hadoop.io.MapWritable.put",1
Public Method,"org.apache.hadoop.io.MapWritable.putAll",2
Public Method,"org.apache.hadoop.io.MapWritable.readFields",2
Public Method,"org.apache.hadoop.io.MapWritable.remove",1
Public Method,"org.apache.hadoop.io.MapWritable.size",1
Public Method,"org.apache.hadoop.io.MapWritable.toString",1
Public Method,"org.apache.hadoop.io.MapWritable.values",1
Public Method,"org.apache.hadoop.io.MapWritable.write",2
Public Method,"org.apache.hadoop.io.MultipleIOException.Builder.add",3
Public Method,"org.apache.hadoop.io.MultipleIOException.Builder.build",1
Private Constructor,"org.apache.hadoop.io.MultipleIOException.MultipleIOException",1
Public Static Method,"org.apache.hadoop.io.MultipleIOException.createIOException",3
Public Method,"org.apache.hadoop.io.MultipleIOException.getExceptions",1
Public Constructor,"org.apache.hadoop.io.NullWritable.Comparator.Comparator",1
Public Method,"org.apache.hadoop.io.NullWritable.Comparator.compare",1
Private Constructor,"org.apache.hadoop.io.NullWritable.NullWritable",1
Public Method,"org.apache.hadoop.io.NullWritable.compareTo",1
Public Method,"org.apache.hadoop.io.NullWritable.equals",1
Public Static Method,"org.apache.hadoop.io.NullWritable.get",1
Public Method,"org.apache.hadoop.io.NullWritable.hashCode",1
Public Method,"org.apache.hadoop.io.NullWritable.readFields",1
Public Method,"org.apache.hadoop.io.NullWritable.toString",1
Public Method,"org.apache.hadoop.io.NullWritable.write",1
Public Constructor,"org.apache.hadoop.io.ObjectWritable.NullInstance.NullInstance",1
Public Constructor,"org.apache.hadoop.io.ObjectWritable.NullInstance.NullInstance",1
Public Method,"org.apache.hadoop.io.ObjectWritable.NullInstance.readFields",3
Public Method,"org.apache.hadoop.io.ObjectWritable.NullInstance.write",1
Public Constructor,"org.apache.hadoop.io.ObjectWritable.ObjectWritable",1
Public Constructor,"org.apache.hadoop.io.ObjectWritable.ObjectWritable",1
Public Constructor,"org.apache.hadoop.io.ObjectWritable.ObjectWritable",1
Public Method,"org.apache.hadoop.io.ObjectWritable.get",1
Public Method,"org.apache.hadoop.io.ObjectWritable.getConf",1
Public Method,"org.apache.hadoop.io.ObjectWritable.getDeclaredClass",1
Static Method,"org.apache.hadoop.io.ObjectWritable.getStaticProtobufMethod",2
Public Static Method,"org.apache.hadoop.io.ObjectWritable.loadClass",3
Public Method,"org.apache.hadoop.io.ObjectWritable.readFields",1
Public Static Method,"org.apache.hadoop.io.ObjectWritable.readObject",20
Public Static Method,"org.apache.hadoop.io.ObjectWritable.readObject",1
Public Method,"org.apache.hadoop.io.ObjectWritable.set",1
Public Method,"org.apache.hadoop.io.ObjectWritable.setConf",1
Public Method,"org.apache.hadoop.io.ObjectWritable.toString",1
Private Static Method,"org.apache.hadoop.io.ObjectWritable.tryInstantiateProtobuf",6
Public Method,"org.apache.hadoop.io.ObjectWritable.write",1
Public Static Method,"org.apache.hadoop.io.ObjectWritable.writeObject",20
Public Static Method,"org.apache.hadoop.io.ObjectWritable.writeObject",1
Public Method,"org.apache.hadoop.io.OutputBuffer.Buffer.getData",1
Public Method,"org.apache.hadoop.io.OutputBuffer.Buffer.getLength",1
Public Method,"org.apache.hadoop.io.OutputBuffer.Buffer.reset",1
Public Method,"org.apache.hadoop.io.OutputBuffer.Buffer.write",2
Public Constructor,"org.apache.hadoop.io.OutputBuffer.OutputBuffer",1
Private Constructor,"org.apache.hadoop.io.OutputBuffer.OutputBuffer",1
Public Method,"org.apache.hadoop.io.OutputBuffer.getData",1
Public Method,"org.apache.hadoop.io.OutputBuffer.getLength",1
Public Method,"org.apache.hadoop.io.OutputBuffer.reset",1
Public Method,"org.apache.hadoop.io.OutputBuffer.write",1
Public Abstract Method,"org.apache.hadoop.io.RawComparator.compare",0
Private Constructor,"org.apache.hadoop.io.ReadaheadPool.ReadaheadPool",1
Public Abstract Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequest.cancel",0
Public Abstract Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequest.getLength",0
Public Abstract Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequest.getOffset",0
Private Constructor,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.ReadaheadRequestImpl",1
Public Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.cancel",1
Public Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.getLength",1
Public Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.getOffset",1
Public Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.run",4
Public Method,"org.apache.hadoop.io.ReadaheadPool.ReadaheadRequestImpl.toString",1
Public Static Method,"org.apache.hadoop.io.ReadaheadPool.getInstance",2
Public Method,"org.apache.hadoop.io.ReadaheadPool.readaheadStream",6
Public Method,"org.apache.hadoop.io.ReadaheadPool.submitReadahead",2
Public Constructor,"org.apache.hadoop.io.SecureIOUtils.AlreadyExistsException.AlreadyExistsException",1
Public Constructor,"org.apache.hadoop.io.SecureIOUtils.AlreadyExistsException.AlreadyExistsException",1
Private Static Method,"org.apache.hadoop.io.SecureIOUtils.checkStat",4
Public Static Method,"org.apache.hadoop.io.SecureIOUtils.createForWrite",2
Protected Static Method,"org.apache.hadoop.io.SecureIOUtils.forceSecureOpenFSDataInputStream",2
Protected Static Method,"org.apache.hadoop.io.SecureIOUtils.forceSecureOpenForRandomRead",2
Protected Static Method,"org.apache.hadoop.io.SecureIOUtils.forceSecureOpenForRead",2
Private Static Method,"org.apache.hadoop.io.SecureIOUtils.insecureCreateForWrite",3
Public Static Method,"org.apache.hadoop.io.SecureIOUtils.openFSDataInputStream",2
Public Static Method,"org.apache.hadoop.io.SecureIOUtils.openForRandomRead",2
Public Static Method,"org.apache.hadoop.io.SecureIOUtils.openForRead",2
Constructor,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.BlockCompressWriter",1
Public Method,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.append",5
Public Method,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.appendRaw",3
Public Method,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.close",2
Public Method,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.sync",2
Private Method,"org.apache.hadoop.io.SequenceFile.BlockCompressWriter.writeBuffer",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.CompressedBytes.CompressedBytes",1
Public Method,"org.apache.hadoop.io.SequenceFile.CompressedBytes.getSize",1
Private Method,"org.apache.hadoop.io.SequenceFile.CompressedBytes.reset",3
Public Method,"org.apache.hadoop.io.SequenceFile.CompressedBytes.writeCompressedBytes",1
Public Method,"org.apache.hadoop.io.SequenceFile.CompressedBytes.writeUncompressedBytes",3
Public Method,"org.apache.hadoop.io.SequenceFile.CompressionType.valueOf",1
Public Method,"org.apache.hadoop.io.SequenceFile.CompressionType.values",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Metadata.Metadata",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Metadata.Metadata",2
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.equals",3
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.equals",7
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.get",1
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.getMetadata",1
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.hashCode",1
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.readFields",3
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.set",1
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.toString",2
Public Method,"org.apache.hadoop.io.SequenceFile.Metadata.write",2
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.BufferSizeOption.BufferSizeOption",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.FileOption.FileOption",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.InputStreamOption.InputStreamOption",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.LengthOption.LengthOption",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.OnlyHeaderOption.OnlyHeaderOption",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Reader.Reader",8
Public Constructor,"org.apache.hadoop.io.SequenceFile.Reader.Reader",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Reader.Reader",1
Private Constructor,"org.apache.hadoop.io.SequenceFile.Reader.StartOption.StartOption",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Reader.bufferSize",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.close",3
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.createValueBytes",2
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.deserializeKey",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.deserializeValue",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Reader.file",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getCompressionCodec",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getCompressionType",3
Method,"org.apache.hadoop.io.SequenceFile.Reader.getConf",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getCurrentValue",5
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getCurrentValue",5
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.getDeserializer",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getKeyClass",3
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getKeyClassName",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getMetadata",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getPosition",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.getSync",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getValueClass",3
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.getValueClassName",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.getVersion",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.handleChecksumException",2
Method,"org.apache.hadoop.io.SequenceFile.Reader.ignoreSync",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.init",18
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.initialize",5
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.isBlockCompressed",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.isCompressed",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Reader.length",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.next",3
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.next",8
Method,"org.apache.hadoop.io.SequenceFile.Reader.next",4
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.next",8
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.nextRaw",8
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.nextRawKey",7
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.nextRawValue",3
Protected Method,"org.apache.hadoop.io.SequenceFile.Reader.openFile",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.readBlock",5
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.readBuffer",1
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.readRecordLength",5
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.seek",2
Private Method,"org.apache.hadoop.io.SequenceFile.Reader.seekToCurrentValue",7
Public Static Method,"org.apache.hadoop.io.SequenceFile.Reader.start",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Reader.stream",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.sync",8
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.syncSeen",1
Public Method,"org.apache.hadoop.io.SequenceFile.Reader.toString",1
Constructor,"org.apache.hadoop.io.SequenceFile.RecordCompressWriter.RecordCompressWriter",1
Public Method,"org.apache.hadoop.io.SequenceFile.RecordCompressWriter.append",4
Public Method,"org.apache.hadoop.io.SequenceFile.RecordCompressWriter.appendRaw",2
Private Constructor,"org.apache.hadoop.io.SequenceFile.SequenceFile",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.LinkedSegmentsDescriptor.LinkedSegmentsDescriptor",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.LinkedSegmentsDescriptor.cleanup",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.LinkedSegmentsDescriptor.equals",2
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.MergeQueue",2
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.adjustPriorityQueue",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.close",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.getKey",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.getPassFactor",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.getProgress",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.getSegmentDescriptors",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.getValue",1
Protected Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.lessThan",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.merge",12
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.next",5
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.put",3
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.MergeQueue.updateProgress",2
Abstract Method,"org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.close",0
Abstract Method,"org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getKey",0
Abstract Method,"org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getProgress",0
Abstract Method,"org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getValue",0
Abstract Method,"org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.next",0
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentContainer.SegmentContainer",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentContainer.cleanup",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentContainer.getSegmentList",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.SegmentDescriptor",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.cleanup",2
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.close",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.compareTo",5
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.doSync",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.equals",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.getKey",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.hashCode",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.nextRawKey",5
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.nextRawValue",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.preserveInput",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SegmentDescriptor.shouldPreserveInput",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.SeqFileComparator.compare",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.close",4
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.flush",8
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.grow",1
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.grow",1
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.grow",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.run",12
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.setProgressable",1
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.SortPass.sort",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.Sorter",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.Sorter",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Sorter.Sorter",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.cloneFileAttributes",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.getFactor",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.getMemory",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",2
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.merge",1
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.mergePass",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.setFactor",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.setMemory",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.setProgressable",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.sort",3
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.sort",1
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.sortAndIterate",4
Private Method,"org.apache.hadoop.io.SequenceFile.Sorter.sortPass",2
Public Method,"org.apache.hadoop.io.SequenceFile.Sorter.writeFile",2
Private Constructor,"org.apache.hadoop.io.SequenceFile.UncompressedBytes.UncompressedBytes",1
Public Method,"org.apache.hadoop.io.SequenceFile.UncompressedBytes.getSize",1
Private Method,"org.apache.hadoop.io.SequenceFile.UncompressedBytes.reset",3
Public Method,"org.apache.hadoop.io.SequenceFile.UncompressedBytes.writeCompressedBytes",1
Public Method,"org.apache.hadoop.io.SequenceFile.UncompressedBytes.writeUncompressedBytes",1
Public Abstract Method,"org.apache.hadoop.io.SequenceFile.ValueBytes.getSize",0
Public Abstract Method,"org.apache.hadoop.io.SequenceFile.ValueBytes.writeCompressedBytes",0
Public Abstract Method,"org.apache.hadoop.io.SequenceFile.ValueBytes.writeUncompressedBytes",0
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.AppendIfExistsOption.AppendIfExistsOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.BlockSizeOption.BlockSizeOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.BufferSizeOption.BufferSizeOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.CompressionOption.CompressionOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.CompressionOption.CompressionOption",2
Method,"org.apache.hadoop.io.SequenceFile.Writer.CompressionOption.getCodec",1
Method,"org.apache.hadoop.io.SequenceFile.Writer.CompressionOption.getValue",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.FileOption.FileOption",1
Protected Constructor,"org.apache.hadoop.io.SequenceFile.Writer.FileSystemOption.FileSystemOption",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.FileSystemOption.getValue",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.KeyClassOption.KeyClassOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.MetadataOption.MetadataOption",1
Method,"org.apache.hadoop.io.SequenceFile.Writer.MetadataOption.getValue",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.ProgressableOption.ProgressableOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.ReplicationOption.ReplicationOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.StreamOption.StreamOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.SyncIntervalOption.SyncIntervalOption",2
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.ValueClassOption.ValueClassOption",1
Constructor,"org.apache.hadoop.io.SequenceFile.Writer.Writer",19
Public Constructor,"org.apache.hadoop.io.SequenceFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Writer.Writer",1
Public Constructor,"org.apache.hadoop.io.SequenceFile.Writer.Writer",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.append",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.append",5
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.appendIfExists",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.appendRaw",2
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.blockSize",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.bufferSize",1
Method,"org.apache.hadoop.io.SequenceFile.Writer.checkAndWriteSync",2
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.close",4
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.compression",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.compression",1
Public Static Method,"org.apache.hadoop.io.SequenceFile.Writer.file",1
Private Static Method,"org.apache.hadoop.io.SequenceFile.Writer.filesystem",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.getCompressionCodec",1
Method,"org.apache.hadoop.io.SequenceFile.Writer.getConf",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.getKeyClass",1
Public Method,"org.apache.hadoop.io.SequenceFile.Writer.getLength",1
